Age,Country,Education,PreferredWorkEnvironment,SalaryImportance,WorkLifeBalance,CareerGrowth,Entrepreneurship,CareerSatisfaction,PursueHigherEd,StayWithEmployer3Years
29,India,High School,Hybrid,Less Important,High Priority,Medium,Yes,1,1,1
29,India,High School,Office,Moderate,Low Priority,Medium,Yes,4,1,1
22,USA,High School,Office,Less Important,Medium Priority,Low,Yes,3,0,1
23,Germany,Masters,Office,Very Important,Medium Priority,Low,Maybe,5,0,0
20,Australia,High School,Freelance,Moderate,Medium Priority,Medium,No,2,1,0
29,UK,High School,Hybrid,Less Important,Medium Priority,Low,No,2,1,0
26,Germany,PhD,Hybrid,Less Important,High Priority,Medium,No,4,1,0
22,UK,High School,Freelance,Moderate,Low Priority,High,Yes,4,0,1
25,USA,Masters,Freelance,Moderate,Low Priority,Medium,Yes,4,0,1
18,USA,Bachelors,Hybrid,Very Important,Low Priority,Low,Yes,2,1,0
22,Singapore,Masters,Freelance,Important,Low Priority,Low,Maybe,1,0,0
20,Canada,Bachelors,Freelance,Less Important,High Priority,Low,Yes,2,0,0
29,USA,Masters,Office,Moderate,Medium Priority,Medium,Maybe,1,1,0
18,USA,Masters,Freelance,Moderate,Medium Priority,Low,No,4,1,1
21,UK,High School,Office,Moderate,High Priority,Medium,Yes,3,1,1
22,Canada,High School,Remote,Less Important,Medium Priority,High,Maybe,2,1,0
24,USA,Bachelors,Office,Very Important,High Priority,High,Maybe,4,0,0
18,Germany,Bachelors,Office,Important,Low Priority,Low,Yes,2,0,1
20,USA,Masters,Freelance,Less Important,High Priority,Medium,Maybe,4,0,0
19,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Medium,Yes,2,0,1
26,Singapore,Bachelors,Remote,Less Important,Medium Priority,Low,Maybe,5,0,1
27,Australia,High School,Remote,Less Important,Medium Priority,Medium,No,2,1,1
23,Canada,Masters,Remote,Moderate,Low Priority,Low,No,5,0,0
27,UK,PhD,Hybrid,Very Important,High Priority,Low,No,1,0,0
20,Australia,Bachelors,Remote,Moderate,High Priority,High,Yes,2,0,1
25,Germany,Bachelors,Remote,Moderate,Medium Priority,Low,No,1,1,0
25,India,High School,Hybrid,Very Important,High Priority,Medium,No,3,0,0
19,Canada,Bachelors,Remote,Moderate,Medium Priority,Low,No,5,1,1
23,Singapore,Bachelors,Freelance,Moderate,High Priority,High,Yes,2,0,1
24,UK,High School,Freelance,Important,Low Priority,High,Maybe,1,1,1
19,Germany,Bachelors,Office,Very Important,Low Priority,Medium,Yes,4,1,0
28,Australia,Bachelors,Office,Very Important,High Priority,Low,Yes,1,0,1
27,Germany,Bachelors,Office,Moderate,Low Priority,Medium,No,2,1,0
19,Canada,Bachelors,Freelance,Moderate,Low Priority,Medium,Maybe,3,0,0
27,USA,High School,Freelance,Very Important,Low Priority,Low,No,5,1,1
18,Singapore,Masters,Freelance,Very Important,Medium Priority,High,No,4,1,0
25,Canada,Bachelors,Office,Less Important,High Priority,Medium,Yes,1,0,0
18,India,Bachelors,Office,Very Important,High Priority,Medium,Yes,2,0,0
26,Canada,High School,Office,Less Important,Medium Priority,High,Yes,2,0,1
28,Australia,Masters,Office,Moderate,Medium Priority,Low,No,5,1,1
23,Australia,PhD,Office,Important,Low Priority,Low,Maybe,4,0,1
24,Canada,High School,Office,Important,High Priority,Low,Maybe,1,1,1
27,Australia,Bachelors,Freelance,Less Important,Medium Priority,High,No,1,1,1
24,USA,High School,Hybrid,Moderate,Low Priority,Medium,Maybe,1,1,1
27,Germany,Bachelors,Hybrid,Moderate,High Priority,High,No,5,0,0
20,Canada,High School,Office,Moderate,Low Priority,Medium,Maybe,5,0,0
19,Singapore,Bachelors,Hybrid,Very Important,High Priority,Medium,No,4,0,1
26,USA,Bachelors,Hybrid,Moderate,Low Priority,Low,Maybe,1,0,0
25,Germany,Bachelors,Freelance,Very Important,High Priority,Low,Yes,1,0,0
29,Singapore,Bachelors,Office,Less Important,High Priority,Low,Yes,4,0,0
27,Singapore,Bachelors,Office,Important,High Priority,High,Yes,4,0,1
24,Singapore,Bachelors,Hybrid,Less Important,High Priority,Low,Yes,4,0,1
26,Germany,High School,Office,Moderate,Low Priority,High,No,2,0,1
21,USA,High School,Office,Moderate,Medium Priority,Low,Maybe,4,0,1
21,Singapore,Masters,Office,Less Important,High Priority,Low,No,3,0,1
18,Singapore,High School,Office,Very Important,High Priority,Low,Yes,5,0,0
25,UK,Bachelors,Hybrid,Very Important,High Priority,High,Maybe,4,0,1
29,Canada,Masters,Remote,Very Important,High Priority,Medium,No,2,1,0
20,Germany,Bachelors,Hybrid,Important,Low Priority,High,Yes,3,0,0
24,Germany,Bachelors,Freelance,Important,Medium Priority,High,Maybe,2,1,1
29,Australia,Bachelors,Remote,Moderate,Medium Priority,High,Maybe,2,0,0
19,Germany,Masters,Remote,Less Important,Medium Priority,Medium,Yes,2,1,0
19,USA,Masters,Remote,Less Important,Low Priority,High,Yes,2,1,1
24,Germany,Bachelors,Hybrid,Moderate,Medium Priority,Low,Maybe,1,1,0
23,UK,High School,Freelance,Very Important,Low Priority,Medium,Yes,5,1,1
20,Canada,Bachelors,Hybrid,Important,Low Priority,High,No,1,0,0
26,Canada,Bachelors,Freelance,Less Important,High Priority,High,Yes,3,0,0
27,Germany,Bachelors,Hybrid,Moderate,Low Priority,Medium,Yes,1,0,1
23,Singapore,High School,Hybrid,Very Important,Medium Priority,High,Yes,3,0,1
27,India,High School,Hybrid,Very Important,Medium Priority,Medium,Maybe,4,0,0
27,India,Masters,Remote,Important,Medium Priority,Low,Maybe,3,0,1
23,Singapore,Bachelors,Hybrid,Important,High Priority,High,Yes,1,0,1
18,Singapore,Bachelors,Freelance,Moderate,High Priority,High,Maybe,1,0,1
21,Singapore,Bachelors,Freelance,Moderate,High Priority,Low,Yes,3,0,0
27,USA,Masters,Freelance,Very Important,Low Priority,High,No,1,1,0
23,India,Bachelors,Remote,Very Important,Medium Priority,High,Maybe,3,1,0
23,Singapore,Bachelors,Hybrid,Less Important,Low Priority,Medium,Yes,2,0,0
28,USA,High School,Hybrid,Very Important,Low Priority,High,Maybe,5,0,0
29,Australia,Bachelors,Office,Moderate,Medium Priority,Low,No,3,0,0
22,USA,Masters,Remote,Important,High Priority,High,No,2,1,1
18,India,Bachelors,Freelance,Moderate,Medium Priority,Medium,Yes,2,0,1
25,Germany,Bachelors,Freelance,Less Important,Low Priority,Low,Maybe,2,1,0
22,Australia,Bachelors,Hybrid,Less Important,Low Priority,Low,No,2,0,1
29,India,Bachelors,Freelance,Important,High Priority,Low,Maybe,3,0,1
29,USA,Masters,Hybrid,Moderate,Low Priority,Low,Yes,1,1,0
29,UK,Bachelors,Hybrid,Less Important,Low Priority,Medium,No,2,1,1
22,Canada,High School,Office,Moderate,Medium Priority,Medium,No,4,1,0
24,India,High School,Remote,Less Important,High Priority,Medium,Maybe,2,0,1
21,Singapore,Bachelors,Hybrid,Important,Medium Priority,Medium,No,1,1,0
23,USA,Masters,Hybrid,Less Important,Medium Priority,High,Yes,1,0,0
21,Singapore,Bachelors,Hybrid,Moderate,Medium Priority,Medium,Yes,5,0,0
20,Singapore,Masters,Office,Moderate,Low Priority,High,No,5,0,1
24,Singapore,Masters,Hybrid,Less Important,Low Priority,Low,Yes,2,0,1
25,Singapore,High School,Remote,Very Important,High Priority,High,No,2,1,0
21,Singapore,High School,Remote,Important,Low Priority,High,No,5,0,0
19,Australia,High School,Freelance,Important,High Priority,High,No,2,1,1
29,India,Bachelors,Remote,Less Important,Medium Priority,Medium,No,4,0,1
27,India,High School,Freelance,Less Important,Medium Priority,Medium,Maybe,3,0,1
20,Canada,Bachelors,Remote,Very Important,Low Priority,Low,No,5,1,1
18,USA,Bachelors,Freelance,Important,Low Priority,Medium,Yes,5,1,0
25,UK,Bachelors,Hybrid,Very Important,High Priority,High,Maybe,1,1,0
20,Australia,High School,Office,Important,Low Priority,Medium,Yes,2,1,1
29,USA,Bachelors,Office,Less Important,Low Priority,Medium,No,5,0,0
27,Australia,Bachelors,Office,Important,Low Priority,High,Yes,5,1,0
24,India,Bachelors,Hybrid,Important,Medium Priority,Low,Maybe,4,1,0
27,Singapore,Masters,Office,Important,Low Priority,Medium,Yes,2,0,0
22,Canada,High School,Remote,Very Important,Low Priority,Low,Maybe,3,0,0
27,Canada,Masters,Freelance,Very Important,Medium Priority,High,No,4,0,1
22,Germany,Bachelors,Hybrid,Important,Medium Priority,Medium,No,3,0,0
24,UK,Bachelors,Office,Moderate,Medium Priority,Low,Yes,1,1,0
26,Canada,Bachelors,Remote,Very Important,Medium Priority,Low,Yes,5,0,0
29,Singapore,Bachelors,Remote,Less Important,Low Priority,High,No,4,1,1
22,India,High School,Hybrid,Less Important,Low Priority,Medium,No,3,0,1
18,UK,Bachelors,Hybrid,Important,Low Priority,Low,Yes,2,0,0
27,USA,Bachelors,Office,Less Important,High Priority,Low,No,1,1,0
27,Singapore,Bachelors,Freelance,Very Important,Medium Priority,Low,Maybe,1,0,1
18,Singapore,Bachelors,Office,Moderate,Low Priority,Low,Maybe,5,0,0
19,Canada,Masters,Office,Moderate,Low Priority,Low,Yes,5,1,1
23,UK,Bachelors,Hybrid,Moderate,Low Priority,Low,Yes,3,1,1
26,India,High School,Office,Less Important,Medium Priority,Low,No,3,0,0
25,Germany,Bachelors,Office,Important,Medium Priority,Low,No,1,0,1
22,Australia,Masters,Freelance,Less Important,Medium Priority,Low,Maybe,3,0,0
18,Australia,Masters,Remote,Important,Low Priority,Low,Yes,5,1,0
24,India,Bachelors,Remote,Moderate,Medium Priority,Medium,Yes,1,1,0
22,India,Masters,Freelance,Very Important,Low Priority,High,Yes,1,0,1
23,Australia,Bachelors,Remote,Less Important,High Priority,High,Yes,2,1,0
24,Germany,Bachelors,Office,Very Important,Medium Priority,High,Maybe,2,0,0
20,UK,Masters,Freelance,Moderate,Medium Priority,Low,Maybe,3,0,0
29,Australia,Masters,Freelance,Important,Low Priority,High,Yes,3,0,1
27,India,Bachelors,Hybrid,Very Important,Medium Priority,Low,Maybe,5,0,0
20,Canada,Masters,Remote,Less Important,Medium Priority,Medium,Yes,5,0,0
22,USA,High School,Hybrid,Very Important,Low Priority,High,Maybe,2,1,1
23,Germany,Masters,Office,Very Important,Low Priority,Medium,No,1,0,1
26,Singapore,Bachelors,Freelance,Less Important,Low Priority,Medium,Maybe,4,1,1
29,Germany,High School,Office,Important,High Priority,Low,Yes,4,1,0
22,Canada,High School,Remote,Less Important,Low Priority,High,No,3,1,1
18,Canada,Bachelors,Hybrid,Moderate,Medium Priority,Medium,Yes,4,0,1
21,Singapore,Bachelors,Remote,Important,High Priority,High,No,4,0,0
22,India,Bachelors,Office,Very Important,Low Priority,Medium,No,2,1,1
29,Australia,High School,Hybrid,Less Important,High Priority,Medium,Maybe,1,0,1
27,UK,Bachelors,Remote,Moderate,High Priority,Low,Maybe,5,1,1
27,Germany,Bachelors,Office,Less Important,Medium Priority,High,No,2,0,1
22,Singapore,Bachelors,Remote,Important,High Priority,Low,No,5,0,1
24,Germany,Bachelors,Freelance,Moderate,Low Priority,Low,No,2,1,0
21,Canada,Bachelors,Hybrid,Very Important,High Priority,Low,Yes,2,1,1
18,Australia,Masters,Hybrid,Important,High Priority,Low,Maybe,4,0,0
22,Germany,Masters,Hybrid,Moderate,Medium Priority,Low,Yes,5,0,1
24,UK,Bachelors,Freelance,Important,Medium Priority,Medium,Maybe,2,1,0
27,Canada,Bachelors,Hybrid,Very Important,Low Priority,High,Yes,4,0,0
27,UK,High School,Freelance,Moderate,Medium Priority,High,Maybe,3,0,1
23,Australia,High School,Hybrid,Less Important,Low Priority,Low,No,5,0,0
22,Germany,Bachelors,Remote,Less Important,Low Priority,High,No,2,0,1
21,USA,Masters,Remote,Very Important,Medium Priority,Medium,Maybe,3,0,1
19,Germany,High School,Remote,Moderate,High Priority,Low,No,4,0,0
21,Australia,High School,Remote,Very Important,Medium Priority,Medium,No,2,1,1
27,Germany,High School,Freelance,Very Important,High Priority,Medium,Yes,4,1,1
27,Singapore,Masters,Office,Important,High Priority,Low,Maybe,4,1,1
20,Germany,Bachelors,Office,Less Important,Low Priority,Medium,No,4,0,1
27,India,Bachelors,Remote,Very Important,Low Priority,Low,Maybe,5,0,0
18,Germany,Bachelors,Office,Important,Medium Priority,Medium,Yes,3,1,0
25,Germany,Bachelors,Office,Very Important,High Priority,High,Maybe,3,0,0
22,UK,Bachelors,Hybrid,Very Important,Medium Priority,High,Yes,1,1,0
21,USA,High School,Freelance,Very Important,Low Priority,High,Yes,2,0,1
25,UK,Masters,Remote,Less Important,High Priority,Low,Yes,4,1,0
24,UK,Bachelors,Office,Moderate,Medium Priority,Medium,No,2,1,1
19,Canada,Bachelors,Office,Less Important,Medium Priority,Medium,Yes,3,0,1
18,India,High School,Remote,Important,Low Priority,High,Maybe,3,0,0
29,UK,Bachelors,Hybrid,Moderate,Low Priority,High,Maybe,4,0,0
28,Singapore,Bachelors,Remote,Important,Low Priority,Low,No,5,0,1
21,Australia,Bachelors,Hybrid,Very Important,Low Priority,Low,No,4,0,1
25,Singapore,High School,Office,Moderate,Medium Priority,Medium,Yes,4,1,1
29,Australia,Masters,Freelance,Important,Low Priority,Low,Yes,1,0,0
19,Germany,High School,Hybrid,Very Important,Low Priority,Low,Yes,5,0,0
20,Canada,Bachelors,Hybrid,Important,Medium Priority,Low,No,2,0,1
29,India,Masters,Remote,Important,Medium Priority,High,No,5,0,0
18,Singapore,Bachelors,Office,Less Important,High Priority,High,Maybe,4,0,1
18,India,Bachelors,Freelance,Very Important,Medium Priority,Medium,Yes,4,1,0
20,Singapore,Bachelors,Remote,Less Important,High Priority,Low,Yes,4,1,1
28,Germany,Bachelors,Remote,Moderate,Low Priority,High,Maybe,4,0,0
22,Australia,Masters,Freelance,Very Important,High Priority,Low,Maybe,4,0,1
29,USA,Bachelors,Office,Less Important,High Priority,Medium,Maybe,5,1,1
20,Canada,Bachelors,Freelance,Less Important,Low Priority,Low,Maybe,4,0,1
18,Singapore,Bachelors,Remote,Moderate,Low Priority,Medium,Yes,3,0,0
18,Singapore,Bachelors,Remote,Important,Low Priority,Medium,No,3,1,0
25,Germany,Bachelors,Hybrid,Important,High Priority,High,Yes,1,0,0
27,Canada,Bachelors,Freelance,Important,Medium Priority,Low,Maybe,2,0,1
28,Australia,Masters,Freelance,Moderate,Medium Priority,High,No,3,1,1
29,Australia,Masters,Freelance,Less Important,Medium Priority,Low,Yes,1,0,1
29,Singapore,Bachelors,Remote,Very Important,Low Priority,Low,Maybe,5,1,0
19,USA,Bachelors,Office,Moderate,Low Priority,Medium,No,2,0,1
20,USA,Masters,Remote,Important,Medium Priority,Medium,No,4,1,0
19,India,High School,Hybrid,Important,Low Priority,Low,No,4,0,0
20,Canada,High School,Remote,Very Important,High Priority,High,Yes,5,0,1
24,Canada,Bachelors,Remote,Moderate,High Priority,Medium,Maybe,2,1,0
18,Australia,Masters,Remote,Important,Low Priority,Medium,Yes,3,1,1
27,India,Masters,Hybrid,Moderate,Medium Priority,Low,Yes,2,0,1
25,Germany,Bachelors,Freelance,Less Important,Medium Priority,Low,Yes,1,1,1
27,Canada,High School,Office,Moderate,High Priority,Medium,No,5,0,1
27,India,Bachelors,Office,Less Important,Low Priority,High,Maybe,3,1,0
27,India,High School,Hybrid,Very Important,Medium Priority,Medium,Yes,2,1,1
19,Singapore,Bachelors,Freelance,Less Important,Medium Priority,Low,Maybe,2,0,0
20,Australia,Masters,Freelance,Less Important,Low Priority,Medium,No,3,0,0
26,India,High School,Hybrid,Very Important,Low Priority,Low,Yes,1,0,1
24,USA,Masters,Remote,Important,Medium Priority,Medium,Maybe,1,1,1
21,USA,Bachelors,Freelance,Very Important,Low Priority,Low,No,2,0,0
27,UK,Bachelors,Office,Moderate,Low Priority,Low,Yes,4,1,0
22,Australia,High School,Hybrid,Very Important,Low Priority,High,Yes,3,0,1
19,Singapore,Bachelors,Office,Moderate,Medium Priority,Low,Maybe,1,1,0
28,Germany,High School,Remote,Important,High Priority,Medium,Maybe,1,1,1
25,UK,PhD,Hybrid,Moderate,Low Priority,Low,Yes,1,1,0
21,USA,Masters,Office,Very Important,Medium Priority,Medium,Yes,5,1,0
26,Singapore,Bachelors,Office,Very Important,High Priority,High,No,4,0,1
22,UK,High School,Remote,Important,Medium Priority,Medium,No,1,0,1
26,Australia,Masters,Hybrid,Very Important,Medium Priority,High,Yes,4,1,1
21,Singapore,Bachelors,Freelance,Important,Medium Priority,High,Maybe,2,0,1
27,Australia,High School,Freelance,Important,High Priority,Low,Maybe,2,1,0
22,India,Bachelors,Office,Very Important,Medium Priority,High,Yes,5,1,1
26,Canada,Masters,Remote,Less Important,High Priority,Medium,No,4,1,0
25,India,High School,Office,Moderate,Low Priority,High,Yes,3,0,1
20,Australia,High School,Remote,Less Important,High Priority,High,Maybe,5,0,1
18,Singapore,Masters,Freelance,Important,Medium Priority,Low,Yes,1,1,0
20,USA,High School,Office,Moderate,High Priority,Medium,Yes,2,0,0
21,Germany,High School,Office,Less Important,Medium Priority,High,No,2,1,1
19,USA,Bachelors,Remote,Very Important,Low Priority,Low,Maybe,3,0,0
18,Singapore,Masters,Hybrid,Less Important,High Priority,Low,Maybe,5,0,1
24,India,Bachelors,Remote,Moderate,Low Priority,Medium,Yes,4,0,0
25,Germany,PhD,Hybrid,Moderate,High Priority,Low,Maybe,2,1,0
24,Singapore,Bachelors,Freelance,Moderate,Medium Priority,High,Maybe,1,0,0
22,Australia,High School,Office,Moderate,High Priority,Low,Maybe,3,0,0
29,USA,PhD,Office,Less Important,Low Priority,Medium,Maybe,3,1,1
18,Australia,Bachelors,Remote,Very Important,High Priority,Medium,No,3,1,1
24,Germany,Bachelors,Remote,Very Important,Low Priority,Low,No,1,1,1
24,Germany,Bachelors,Freelance,Moderate,Low Priority,High,No,3,0,0
26,USA,Bachelors,Freelance,Very Important,Medium Priority,Low,No,4,1,1
20,Australia,High School,Hybrid,Less Important,High Priority,Medium,No,4,0,0
26,UK,High School,Freelance,Very Important,Low Priority,Low,Maybe,5,1,1
18,Australia,Bachelors,Freelance,Important,Medium Priority,Low,Yes,5,1,0
18,Germany,Masters,Freelance,Very Important,Medium Priority,High,Yes,4,0,1
21,Australia,Bachelors,Freelance,Moderate,Medium Priority,Low,No,1,0,1
26,Singapore,PhD,Hybrid,Very Important,Low Priority,High,Maybe,5,1,0
23,India,Bachelors,Freelance,Very Important,High Priority,Low,No,3,0,0
28,UK,Bachelors,Hybrid,Very Important,Low Priority,Low,Yes,4,1,1
20,Canada,High School,Remote,Very Important,Medium Priority,High,Maybe,2,0,0
18,Singapore,High School,Office,Important,Low Priority,High,Maybe,1,1,1
21,India,Bachelors,Remote,Less Important,Low Priority,Medium,Maybe,1,0,1
29,Canada,Masters,Freelance,Moderate,Medium Priority,High,Yes,4,0,1
26,USA,Masters,Office,Moderate,High Priority,Low,Yes,2,0,1
20,Canada,PhD,Freelance,Very Important,Medium Priority,Medium,No,1,0,0
29,Singapore,High School,Freelance,Less Important,Medium Priority,High,No,5,0,0
26,Australia,Masters,Remote,Very Important,Low Priority,High,Yes,2,0,0
24,Singapore,Bachelors,Freelance,Important,Medium Priority,Medium,No,3,0,1
29,Canada,High School,Remote,Less Important,Low Priority,Low,Yes,5,1,1
21,Germany,Masters,Freelance,Less Important,Medium Priority,Low,Maybe,2,0,1
20,India,Bachelors,Hybrid,Less Important,Medium Priority,Medium,No,4,1,1
27,India,High School,Office,Less Important,High Priority,Low,Yes,1,0,1
22,Canada,Bachelors,Remote,Very Important,Medium Priority,High,Yes,5,0,1
22,India,Bachelors,Remote,Important,High Priority,Low,Yes,4,0,0
20,Germany,Bachelors,Office,Less Important,Medium Priority,High,No,2,1,1
29,Singapore,Bachelors,Remote,Moderate,Medium Priority,Low,No,3,0,1
26,India,PhD,Office,Moderate,Medium Priority,High,Maybe,1,0,0
21,Canada,High School,Hybrid,Important,High Priority,Medium,No,1,0,0
28,UK,Bachelors,Freelance,Moderate,Low Priority,High,No,5,0,0
22,UK,Bachelors,Hybrid,Very Important,High Priority,Low,No,4,0,1
21,USA,Bachelors,Freelance,Very Important,Medium Priority,High,Maybe,2,0,1
22,India,Bachelors,Office,Important,Low Priority,Low,Maybe,2,0,0
24,Singapore,Bachelors,Hybrid,Less Important,Medium Priority,Low,Maybe,4,1,1
26,Canada,Masters,Freelance,Moderate,High Priority,High,No,1,0,0
24,India,Masters,Office,Moderate,High Priority,Low,Yes,4,0,1
22,Australia,Masters,Freelance,Important,Low Priority,Medium,No,2,0,1
27,Germany,Masters,Remote,Important,High Priority,Low,Maybe,4,0,1
27,India,Bachelors,Remote,Moderate,Medium Priority,Medium,No,1,0,0
24,India,Masters,Office,Less Important,Low Priority,Medium,No,5,1,1
27,UK,Bachelors,Freelance,Important,Medium Priority,Low,Yes,1,1,0
22,Germany,Bachelors,Remote,Very Important,Low Priority,Medium,Yes,3,0,0
20,Canada,Bachelors,Hybrid,Moderate,Low Priority,Medium,No,3,0,1
24,India,Bachelors,Freelance,Important,Medium Priority,High,Maybe,4,0,1
28,UK,Bachelors,Freelance,Important,High Priority,Medium,No,1,0,1
28,USA,PhD,Remote,Important,Medium Priority,Medium,No,1,1,1
19,Germany,Bachelors,Remote,Moderate,High Priority,Medium,No,2,1,1
29,UK,High School,Office,Very Important,High Priority,Medium,Maybe,5,0,0
26,UK,Bachelors,Freelance,Very Important,Medium Priority,Medium,Maybe,1,1,0
